publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	package_name	package_id	vendor_name	vendor_id	resource_type	package_content_type
Altern im Wandel : Zwei Jahrzehnte Deutscher Alterssurvey (DEAS). [Hauptbericht]									https://www.dza.de/fileadmin/dza/pdf/DEAS2014_Langfassung.pdf		860665186		fulltext			monograph		2016	[Hauptbericht]	Feb-16	"Mahne, Katharina"			P					Book	EBook
Altern im Wandel : Zwei Jahrzehnte Deutscher Alterssurvey (DEAS). Tabellenanhang des DEAS - Berichts 2014									https://www.dza.de/fileadmin/dza/pdf/DEAS2014_Tabellenanhang.pdf		86066550X		fulltext			monograph		2016	[Tabellenanhang]	Feb-16	"Mahne, Katharina"			P					Book	EBook
Deutscher Alterssurvey 2014 : zentrale Befunde									https://www.dza.de/fileadmin/dza/pdf/DEAS2014_Kurzfassung.pdf		860667049		fulltext			monograph		2016						P					Book	EBook
DZA-Fact Sheet : Pflege- und Betreuungsleistungen f¸r verwandte und nicht-verwandte Personen im sozialen Nahraum									http://nbn-resolving.de/urn:nbn:de:0168-ssoar-47085-3		861477804		fulltext		DZA	monograph		2016			"Vogel, Claudia"			P					Book	EBook
Pflege und pflegeunterst¸tzende Angebote in Berlin : Landespflegeplan 2016									https://www.berlin.de/sen/pflege/service/berichte-und-statistik/landespflegeplan/		861710851		fulltext		Senatsverwaltung f¸r Gesundheit und Soziales	monograph		2016						P					Book	EBook
Anerkennung informellen und non-formalen Lernens in Deutschland : Ergebnisse aus dem BIBB-Expertenmonitor Berufliche Bildung 2015									https://www.bertelsmann-stiftung.de/fileadmin/files/BSt/Publikationen/GrauePublikationen/ST_LL_Expertenmonitor_Anerkennung_informellen_LernensApril201		861712455		fulltext		Bundesinstitut f¸r Berufsbildung	monograph		2016			"Velten, Stefanie"			P					Book	EBook
Wissenschaftliche und gesellschaftspolitische Bedeutung bevˆlkerungsweiter L‰ngsschnittstudien : Stellungnahme		978-3-8047-3552-1							https://10.26164/leopoldina_03_00086		861713958		fulltext		Nationale Akademie der Wissenschaften Leopoldina	monograph		2016		1. Auflage	"Breuer, Constanze"			P					Book	EBook
Informelle Pflege und Arbeitsmarktpartizipation		978-3-86788-698-7							http://nbn-resolving.de/urn:nbn:de:hbz:061:3-50501		846397366		fulltext		Rheinisch-Westf‰lisches Institut f¸r Wirtschaftsforschung	monograph		2016			"Stroka, Magdalena A."			P					Book	EBook
Teilzeitarbeit in Gesundheit und Pflege : Profile aus Perspektive der Besch‰ftigten im Branchen- und Berufsvergleich									http://hdl.handle.net/10419/130252		856206776		fulltext		"IAT, Institut Arbeit und Technik"	monograph		2016			"Becka, Denise"			P					Book	EBook
Solo-Selbst‰ndige in Deutschland  Strukturen und Erwerbsverl‰ufe									http://www.bmas.de/SharedDocs/Downloads/DE/PDF-Publikationen/Forschungsberichte/f465-solo-selbstaendige.pdf?__blob=publicationFile&v=4		861747283		fulltext		Bundesministerium f¸r Arbeit und Soziales	monograph		2016						P					Book	EBook
Gesund leben und alt werden im angestammten Wohnquartier									http://www.iat.eu/aktuell/veroeff/jahrbuch/gb1415/GB-Cirkel-Hilbert-Paulus.pdf		86175414X		fulltext		IAT	monograph		2016			"Cirkel, Michael"			P					Book	EBook
Datenreport zum Berufsbildungsbericht 2015 : Informationen und Analysen zur Entwicklung der beruflichen Bildung									https://www.bibb.de/dokumente/pdf/bibb_datenreport_2015.pdf		861765176		fulltext		BBIB	monograph		2015						P					Book	EBook
Datenreport zum Berufsbildungsbericht 2016 : Informationen und Analysen zur Entwicklung der beruflichen Bildung									https://www.bibb.de/dokumente/pdf/bibb_datenreport_2016.pdf		861765958		fulltext		BBIB	monograph		2016						P					Book	EBook
Dementia and Comorbidities : Ensuring Parity of Care									http://www.ilcuk.org.uk/index.php/publications/publication_details/dementia_and_comorbidities_ensuring_parity_of_care1		861785711		fulltext		ILC	monograph		2016			"Scrutton, Jonathan"			P					Book	EBook
"Reha-Biograf : Langzeiterkrankte Pflegefachpersonen in der beruflichen Rehabilitation Ursachen, Wege und Erkl‰runge"									http://www.bfw-koblenz.de/fileadmin/user_upload/Reha-Biograf/Pilotstudie_Reha-Biograf.pdf		86181715X		fulltext			monograph		2016			"Weidner, Frank"			P					Book	EBook
Vorschl‰ge haben Kinder und Enkel nicht im Blick									http://www.iwkoeln.de/presse/iw-nachrichten/beitrag/rentenreform-vorschlaege-haben-kinder-und-enkel-nicht-im-blick-287562?highlight=rentenreform		861822439		fulltext			monograph		2016			"Pimpertz, Jochen"			P					Book	EBook
Attraktivit‰t und Zukunftsaussichten in den Berufsfeldern Pflege und Erziehung									http://www.boeckler.de/pdf/p_fofoe_WP_011_2016.pdf		861845439		fulltext		Hans Bˆckler Stiftung	monograph		2016			"Helmrich, Robert"			P					Book	EBook
"Stadt der Zukunft : Tendenzen, Potenziale und Visionen"									https://repository.difu.de/handle/difu/226872		861859855		fulltext		Difu	monograph		2016			"Peters, Marco"			P					Book	EBook
Perspektive 2040 : Fakten zur Rentendebatte									http://www.prognos.com/publikationen/alle-publikationen/626/show/73a5b80b6a8dc0503b1fe895bcb48acd/		862203309		fulltext			monograph		2016			"Ehrentraut, Oliver"			P					Book	EBook
Aging and the Inherited Wealth of Nations									https://www.cesifo-group.de/de/ifoHome/publications/docbase/details.html?docId=19204329		862206049		fulltext		Ifo Institute	monograph		2016			"Onder, Harun"			P					Book	EBook
Risk of Poverty among Older People in EU Countries									https://www.cesifo-group.de/de/ifoHome/publications/docbase/details.html?docId=19204331		862207932		fulltext		Ifo Institute	monograph		2016			"Antczak, Radoslaw"			P					Book	EBook
Alterssicherung f¸r Selbstst‰ndige									http://www.boeckler.de/pdf/p_wsi_pb_5_2016.pdf		862210038		fulltext		Verlag	monograph		2016			"Schulze Buschoff, Karin"			P					Book	EBook
End poverty in Europe : Our solutions to make it happen									http://www.caritas.eu/sites/default/files/caritas_europa_cares_report2016_-_end_poverty_in_europe.pdf		862213908		fulltext		Caritas	monograph		2016						P					Book	EBook
Einfluss des Alters auf private Verkehrsausgaben - ein europ‰ischer Vergleich		978-3-941627-50-5							http://www.sofia-darmstadt.de/fileadmin/Dokumente/Diskussion/2016/Netzversion_Doering_Demo_Verkehr.pdf		862226392		fulltext		Sonderforschungsgruppe Institutionenanalyse	monograph		2016			"Aigner-Walder, Birgit"			P					Book	EBook
Long-term Unemployment in the EU : Trends and Policies									https://www.bertelsmann-stiftung.de/de/publikationen/publikation/did/long-term-unemployment-in-the-eu/		862230268		fulltext		Bertelsmann Stiftung$l2016	monograph		2016			"D¸ll, Nicola"			P					Book	EBook
Frauen im Minijob : Motive und (Fehl-)Anreize f¸r die Aufnahme geringf¸giger Besch‰ftigung im Lebenslauf									"http://www.bmfsfj.de/BMFSFJ/Service/publikationen,did=193520.html"		816587868		fulltext		"Bundesministerium f¸r Familie, Senioren, Frauen und Jugend"	monograph		2012		Stand: Oktober 2012	"Wippermann, Carsten"			P					Book	EBook
Assimilation over the life course? : early labour market careers of second-generation turks in Germany									http://hdl.handle.net/11858/00-1735-0000-0028-875D-4		859767892		fulltext			monograph		2016			"Hartmann, Jˆrg"			P					Book	EBook
Leisure and housing consumption after retirement : new evidence on the life-cycle hypothesis									http://hdl.handle.net/10419/142757		861411137		fulltext		"German Socio-Economic Panel (SOEP), DIW Berlin"	monograph		2016		This version: May 2016	"Schreiber, Sven"			P					Book	EBook
Positive Emotionen in der Arbeitswelt : eine vergleichende Untersuchung ¸ber das Verh‰ltnis von Rahmenbedingungen und Arbeitserleben in der station‰ren Altenpflege									http://nbn-resolving.de/urn:nbn:de:gbv:46-00105087-18		85381970X		fulltext			monograph		2016			"Bornheim-Gallmeister, Nicole"			P					Book	EBook
Angebot und Inanspruchnahme von intermedi‰ren Strukturen f¸r ‰ltere Menschen in der Schweiz : Ergebnisse einer Kantonsbefragung und einer Auswertung der Statistik der sozialmedizinischen Institutionen									https://repository.publisso.de/resource/frl:6400064		859401375		fulltext			monograph		2016			"Werner, Sarah"			P					Book	EBook
Die Zukunft des Wohlfahrtsstaates : Einstellungen zur Reformpolitik in Deutschland		978-3-95861-519-9							http://library.fes.de/pdf-files/wiso/12648.pdf		862704499		fulltext		FES	monograph		2016			"Heinrich, Roberto"			P					Book	EBook
"Entwicklung der Einkommensungleichheit : Daten, Fakten und Wahrnehmungen"	978-3-942467-40-7								http://familienunternehmen.de/media/public/pdf/publikationen-studien/studien/Studie_Stiftung_Familienunternehmen_Einkommensungleichheit.pdf		862712017		fulltext		Stiftung Familienunternehmen	monograph		2016			"Felbermayr, Gabriel"			P					Book	EBook
Deutscher Weiterbildungsatlas : Teilnahme und Angebot in Bundesl‰ndern und Raumordnungsregionen									https://www.bertelsmann-stiftung.de/de/publikationen/publikation/did/deutscher-weiterbildungsatlas/		862723280		fulltext		Bertelsmann Stiftung	monograph		2015			"B¸rmann, Marvin"			P					Book	EBook
Gesundheitsreport 2016 : Gesundheit zwischen Beruf und Familie									https://www.tk.de/centaurus/servlet/contentblob/855594/Datei/84957/TK-Gesundheitsreport-2016-Zwischen-Beruf-und-Familie.pdf		862731402		fulltext		Techniker Krankenkasse	monograph		2016			"Grobe, Thomas"			P					Book	EBook
"Retirement decisions, job loss and mortality"		978-90-5170-791-5							https://www.netspar.nl/assets/uploads/002_-_PhD_-_Zweerink.pdf?42be85		862732484		fulltext		Rozenberg	monograph		2016			"Zweerink, Jochem"			P					Book	EBook
Groﬂelternschaft im Wandel  neue Beziehungsmuster in der modernen Gesellschaft		978-3-95721-218-4							http://www.kas.de/wf/doc/kas_45530-544-1-30.pdf?160613123656		862744741		fulltext			monograph		2016			"Hˆpflinger, FranÁois"			P					Book	EBook
"Online-Umfrage zur DBfK-Kampagne 2016 Mein Recht auf Frei"""""									https://www.dbfk.de/media/docs/Startseite/Zwischenbericht-Online-Umfrage-final-2016-05-12.pdf		862749727		fulltext		dbfk	monograph		2016			"Kn¸ppel, Johanna"			P					Book	EBook
Bewegter Ruhestand Ehrenamt im Rentenalter : Eine empirische Betrachtung im Gesundheitsbereich									https://nbn-resolving.org/urn:nbn:de:0243-022016op892		862751853		fulltext		Maecenata-Inst.	monograph		2016			"Burkhardt, Luise"			P					Book	EBook
The joint distribution of net worth and pension wealth in Germany									http://hdl.handle.net/10419/144549		862845114		fulltext		"German Socio-Economic Panel (SOEP), DIW Berlin"	monograph		2016			"Bˆnke, Timm"			P					Book	EBook
Use it too much and lose it? : the effect of working hours on cognitive ability		978-0-7340-4405-1							https://www.melbourneinstitute.com/downloads/working_paper_series/wp2016n07.pdf		862855306		fulltext		"Melbourne Institute of Applied Economic and Social Research, The University of Melbourne"	monograph		2016			"Kajitani, Shinya"			P					Book	EBook
Nachfragemarkt versus Wohlfahrtsstruktur									http://www.gdi.ch/Media/Product/Download/gdi_fluidcare_2016_de.pdf		862857244		fulltext		GDI	monograph		2016		Ausgabebezeichnung	"Kwiatkowski, Marta"			P					Book	EBook
Unterst¸tzungsprogramm f¸r Menschen mit Demenz sowie ihre pflegenden Angehˆrigen : Durchf¸hrung und Evaluation eines Trainings- und Unterst¸tzungsprogramm f¸r Patient-Angehˆrigen-Dyaden bei leichter bis mittelschwerer Demenz im l‰ndlichen Versorgungsgebiet									https://www.zqp.de/upload/content.000/id00507/attachment01.pdf		862898242		fulltext			monograph		2016			"Nordheim, Johanna"			P					Book	EBook
Bedingungs- und Handlungsfelder von ZWAR-Netzwerken : Studie zur Wirkung von Interventionen zur Gestaltung des demografischen Wandels in komplexen Umwelten									http://kups.ub.uni-koeln.de/6715/		862907438		fulltext		Verlag	monograph		2016			"Meyer-Wolters, Hartmut"			P					Book	EBook
Wanderungsmonitoring : Erwerbsmigration nach Deutschland 2015									http://www.bamf.de/SharedDocs/Anlagen/DE/Publikationen/Broschueren/wanderungsmonitoring-2015.html?nn=2080452		862911044		fulltext		Bundesamt f¸r Migration und Fl¸chtlinge	monograph		2016			"Schmidt, Hans-J¸rgen"			P					Book	EBook
"Nutzungsmischung und soziale Vielfalt im Stadtquartier - Bestandsaufnahme, Beispiele, Steuerungsbedarf : Endbericht"									http://www.difu.de/publikationen/2015/nutzungsmischung-und-soziale-vielfalt-im-stadtquartier.html-0		845313509		fulltext			monograph		2015			"Bunzel, Arno"			P					Book	EBook
Consumption of the poor in Germany : projecting the development until 2030									http://www.soeb.de/fileadmin/redaktion/downloads/Working-Paper/soeb_3_Working-Paper_2016_5_GWS_ISF_20160711.pdf		863105637		fulltext			monograph		2016			"Drosdowski, Thomas"			P					Book	EBook
"Teilhabel¸cke im Grundsicherungsbezug besteht, vermindert sich aber seit 2008."									http://www.soeb.de/fileadmin/redaktion/downloads/Working-Paper/soeb_3_Working-Paper_2016-04_Lehwess-Litzmann_20160613.pdf		863107680		fulltext			monograph		2016			"Lehweﬂ-Litzmann, RenÈ"			P					Book	EBook
"80plus : Gesundheitliche und pflegerische Versorgung hochaltriger Menschen ; Schnittstellen, Ziele und Handlungsbedarf ; Diskussionspapier"									http://www.gesundheitbb.de/fileadmin/user_upload/MAIN-dateien/80plus/15-04-29_80plus_final_Apr2015.pdf		863110991		fulltext		Senatsverwaltung f¸r Gesundheit und Soziales	monograph		2015			"Beyer-klatt, Daniela"			P					Book	EBook
"Reform der Alterssicherung : Popul‰re Thesen, empirische Befunde und normative Ableitungen"									http://www.iwkoeln.de/studien/gutachten/beitrag/jochen-pimpertz-reform-der-alterssicherung-populaere-thesen-empirische-befunde-und-normative-ableitung		863115403		fulltext		Institut der deutschen Wirtschft Kˆln	monograph		2016			"Pimpertz, Jochen"			P					Book	EBook
Die Fˆrderkulisse der privaten Altersvorsorge : Status quo und Reformoptionen									http://hdl.handle.net/10419/157184		863118259		fulltext		Institut der deutschen Wirtschaft Kˆln	monograph		2016			"Kochsk‰mper, Susanna"			P					Book	EBook
Richtlinien des GKV-Spitzenverbandes zur Feststellung von Pflegebed¸rftigkeit nach dem Elften Buch des Sozialgesetzbuches									https://www.gkv-spitzenverband.de/media/dokumente/pflegeversicherung/richtlinien__vereinbarungen__formulare/richtlinien_zur_pflegeberatung_und_pflegeb		863158919		fulltext		[MDS]	monograph		2016						P					Book	EBook
Das Wohn- und Pflegemodell 2030 von CURAVIVA Schweiz : Die Zukunft der Alterspflege.									http://www.curaviva.ch/files/003HPPN/fact_sheet__das_wohn__und_pflegemodell_2030_von_curaviva_schweiz__mai_2016.pdf		863163149		fulltext		Curaviva	monograph		2016		Ausgabebezeichnung				P					Book	EBook
Langzeitarbeitslosigkeit im europ‰ischen Vergleich : Trotz der wirtschaftlichen Erholung ist die Langzeitarbeitslosigkeit in Europa hoch. Vor allem in S¸deuropa wird sie zunehmend zum Strukturproblem. Aber auch in Deutschland h‰lt sich Langzeitarbeitslosigkeit hartn‰ckig.									https://www.bertelsmann-stiftung.de/fileadmin/files/user_upload/Zusammenfassung_NW_Langzeitarbeitslosigkeit_2016.pdf		863167330		fulltext			monograph		2016			"Schwarzw‰lder, Joscha"			P					Book	EBook
Zuk¸nftige relative Beanspruchung von Vertrags‰rzten  Eine Projektion nach Fachgruppen f¸r den Zeitraum 2020 bis 2035.									http://www.versorgungsatlas.de/fileadmin/ziva_docs/67/VA-16-02-Bericht-Final_V5_1.pdf		863171354		fulltext		Zentralinstitut f¸r die kassen‰rztliche Versorgung in Deutschland	monograph		2016			"Schulz, Mandy"			P					Book	EBook
Herausforderungen bei der Messung von Wohlfahrt									http://hdl.handle.net/10419/144517		86320077X		fulltext		"DIW Berlin, German Institute for Economic Research"	monograph		2016			"Jochimsen, Beate"			P					Book	EBook
General Hospital Study -  GHoS : Zusammenfassung einer repr‰sentativen Studie zu kognitiven Stˆrungen und Demenz in den Allgemeinkrankenh‰usern von Baden-W¸rttemberg und Bayer									http://www.bosch-stiftung.de/content/language1/downloads/Studie_Demenz_im_Akutkrankenhaus.pdf		863215793		fulltext		Robert Bosch Stiftung GmbH	monograph		2016			"Sch‰ufele, Martina"			P					Book	EBook
"Die enthemmte Mitte : autorit‰re und rechtsextreme Einstellung in Deutschland : die Leipziger Mitte""-Studie 2016"""	978-3-8379-2630-9								https://www.rosalux.de/fileadmin/rls_uploads/pdfs/Studien/Mittestudie_Uni_Leipzig_2016.pdf		863219489		fulltext		Psychosozial-Verlag	monograph		2016		Originalausgabe	"Br‰hler, Elmar"			P					Book	EBook
Survey research methods : SRM		1864-3361							https://ojs.ub.uni-konstanz.de/srm/		524227276		fulltext		[Verlag nicht ermittelbar]	serial								P					Journal	EJournal
European review of aging and physical activity	1813-7253	1861-6909							https://eurapa.biomedcentral.com/		512663971		fulltext		Springer	serial								P					Journal	EJournal
Arbeitszeitrealit‰ten und Arbeitszeitw¸nsche in Deutschland : methodische Unterschiede ihrer Erfassung im SOEP und Mikrozensus									http://hdl.handle.net/10419/144823		864431546		fulltext		"DIW Berlin, German Institute for Economic Research"	monograph		2016			"Holst, Elke"			P					Book	EBook
Income and wealth poverty in Germany									http://hdl.handle.net/10419/146112		867110759		fulltext		"German Socio-Economic Panel (SOEP), DIW Berlin"	monograph		2016			"Kˆhler, Theresa"			P					Book	EBook
